year,Акмолинская,Актюбинская,Алматинская,Атырауская,Западно-Казахстанская,Жамбылская,Карагандинская,Костанайская,Кызылординская,Мангистауская,Павлодарская,Северо-Казахстанская,Восточно-Казахстанская,г. Астана,г. Алматы,,,
2017,86.9,169.5,43.4,177.0,41.5,51.9,598.7,114.8,27.5,62.6,609.8,76.4,129.3,59.2,41.1,
2018,84.5,158.1,50.2,172.3,48.2,52.1,587.5,124.0,26.0,65.5,709.3,75.5,130.7,56.4,43.0,
2019,76.7,136.6,48.1,164.5,41.2,55.8,641.3,130.5,24.4,64.5,721.5,74.7,128.8,65.1,46.1,
2020,77.2,135.1,46.3,153.9,30.8,55.0,627.7,123.4,28.3,72.5,723.0,76.0,127.2,62.4,44.5,
2021,77.3,137.4,47.9,160.3,26.0,55.8,569.7,137.9,29.2,75.2,736.1,61.2,128.1,62.2,40.8,
2022,69.5,136.5,28.8,132.1,25.8,52.9,469.0,121.4,23.4,78.7,724.2,52.7,83.3,57.7,41.5,
